date,cat_col,average,minimum,maximum,total_sum,total_count
2021-03-18,Missouri,6325,5174,7644,18975,3
2021-03-18,Nebraska,1051,1051,1051,2102,2
2021-03-18,New Hampshire,3621,3621,3621,3621,1
2021-03-18,New York,8638,8309,8967,34552,4
2021-03-18,Ohio,4760.5,2585,6936,9521,2
2021-03-18,Oklahoma,4354,4354,4354,4354,1
2021-03-18,Pennsylvania,5951.5,5147,6756,11903,2
2021-03-18,Tennessee,3654,3654,3654,3654,1
2021-03-18,Texas,3914.714285714,127,8304,27403,7
2021-03-18,Utah,2887,2887,2887,2887,1
2021-03-18,Virginia,8931.5,8256,9607,17863,2
2021-03-18,Washington,7707,7707,7707,7707,1
2021-03-18,West Virginia,4389,4389,4389,4389,1
2021-03-18,Wisconsin,8582,8582,8582,8582,1
2021-03-18,,,,,,2
2021-03-19,Alabama,6748.75,3067,8896,26995,4
2021-03-19,Arizona,4396,4396,4396,4396,1
2021-03-19,Arkansas,971,971,971,971,1
2021-03-19,California,2686.846153846,453,7429,34929,13
2021-03-19,Colorado,4699.75,2069,6938,18799,4
2021-03-19,Connecticut,7102,7102,7102,7102,1
2021-03-19,District of Columbia,2027,2027,2027,2027,1
2021-03-19,Florida,6800.75,3970,9579,27203,4
2021-03-19,Georgia,6188,6188,6188,6188,1
2021-03-19,Illinois,2989.75,2241,4840,11959,4
2021-03-19,Kansas,6078.5,5659,6498,12157,2
2021-03-19,Louisiana,3268,3268,3268,3268,1
2021-03-19,Michigan,6817,6817,6817,6817,1
2021-03-19,Minnesota,1269,1269,1269,1269,1
2021-03-19,Missouri,6477,6477,6477,6477,1
2021-03-19,Nevada,7876.5,5764,9989,15753,2
2021-03-19,New York,2006.5,841,3172,4013,2
2021-03-19,Ohio,3413.25,785,6040,13653,4
2021-03-19,Oklahoma,7623,7623,7623,7623,1
2021-03-19,Pennsylvania,3368.5,2935,3802,6737,2
2021-03-19,South Carolina,927,44,1810,1854,2
2021-03-19,Texas,5679.363636364,281,9813,62473,11
2021-03-19,Virginia,9644,9644,9644,19288,2
2021-03-19,,,,,,15
2021-03-20,Alabama,516,516,516,516,1
2021-03-20,California,6100.875,4042,8085,48807,8
2021-03-20,District of Columbia,8604,8604,8604,8604,1
2021-03-20,Florida,5382.5,2237,8788,43060,8
2021-03-20,Georgia,6112,3459,7880,18336,3
2021-03-20,Hawaii,2653,2653,2653,2653,1
2021-03-20,Idaho,9977,9977,9977,9977,1
2021-03-20,Illinois,547,547,547,547,1
2021-03-20,Indiana,215,215,215,215,1
2021-03-20,Kansas,1903,1903,1903,1903,1
2021-03-20,Kentucky,5324,1597,9051,10648,2
2021-03-20,Louisiana,8798,7967,9629,17596,2
2021-03-20,Maryland,5177.5,2379,7976,10355,2
2021-03-20,Massachusetts,5982,5982,5982,5982,1
2021-03-20,Michigan,4635.5,3262,6009,9271,2
2021-03-20,Minnesota,7276,7276,7276,21828,3
2021-03-20,New Jersey,5253,3636,6870,10506,2
2021-03-20,New Mexico,201,201,201,201,1
2021-03-20,New York,4045,3051,4402,20225,5
2021-03-20,North Carolina,9163,9163,9163,9163,1
2021-03-20,Ohio,6457.142857143,612,8974,45200,7
2021-03-20,Pennsylvania,3238,505,5971,6476,2
2021-03-20,Tennessee,5707.666666667,3755,7110,17123,3
2021-03-20,Texas,4491.923076923,949,9170,58395,13
2021-03-20,Virginia,5399,4198,7801,16197,3
2021-03-20,Washington,7342.5,7260,7425,14685,2
2021-03-20,Wisconsin,7337.5,520,9610,29350,4
2021-03-20,,,,,,10
2021-03-21,Arizona,6056,537,9219,18168,3
2021-03-21,California,4041.8,159,9358,40418,10
2021-03-21,Colorado,8752,8752,8752,8752,1
2021-03-21,Connecticut,8689,7427,9951,17378,2
2021-03-21,District of Columbia,7984,7984,7984,7984,1
2021-03-21,Florida,4894.428571429,2172,6405,34261,7
2021-03-21,Georgia,5423,5423,5423,5423,1
2021-03-21,Hawaii,4718,4718,4718,4718,1
2021-03-21,Idaho,7000,7000,7000,7000,1
2021-03-21,Illinois,2615.5,1205,4026,5231,2
2021-03-21,Indiana,5248.666666667,1453,8947,15746,3
2021-03-21,Kansas,8365,8365,8365,8365,1
2021-03-21,Louisiana,6287.333333333,2381,9131,18862,3
2021-03-21,Minnesota,843,843,843,843,1
2021-03-21,Missouri,1940,1940,1940,5820,3
2021-03-21,Nebraska,393,393,393,393,1
2021-03-21,New Jersey,8245,8245,8245,8245,1
2021-03-21,New Mexico,2506,2506,2506,5012,2
2021-03-21,New York,8454.166666667,6353,9888,50725,6
2021-03-21,North Carolina,6851.5,723,9423,27406,4
2021-03-21,Ohio,2641.5,199,8023,10566,4
2021-03-21,Pennsylvania,6487.333333333,3550,7956,19462,3
2021-03-21,South Carolina,8194,8194,8194,8194,1
2021-03-21,Tennessee,5592,5592,5592,5592,1
2021-03-21,Texas,5792.5,657,9110,92680,16
2021-03-21,Virginia,2872.666666667,1164,6290,8618,3
2021-03-21,Washington,5244,3804,5607,26220,5
2021-03-21,,,,,,8
2021-03-22,Arizona,8524,8524,8524,8524,1
2021-03-22,California,4891.428571429,608,9694,34240,7
2021-03-22,Colorado,6824.5,4829,8820,13649,2
2021-03-22,Delaware,2197,2197,2197,2197,1
2021-03-22,District of Columbia,4151,4151,4151,8302,2
2021-03-22,Florida,6245.166666667,2860,9803,37471,6
2021-03-22,Georgia,9620.333333333,9607,9647,28861,3
2021-03-22,Illinois,2319.4,233,5293,11597,5
2021-03-22,Indiana,6256,6256,6256,6256,1
2021-03-22,Iowa,2750,2750,2750,2750,1
2021-03-22,Kansas,6463,6463,6463,6463,1
2021-03-22,Kentucky,955,955,955,955,1
2021-03-22,Louisiana,9120.6,8303,9976,45603,5
2021-03-22,Massachusetts,8448,8448,8448,8448,1
2021-03-22,Michigan,3937.333333333,2688,6436,11812,3
2021-03-22,Minnesota,4775.5,3763,7065,19102,4
2021-03-22,Montana,4269,4269,4269,8538,2
2021-03-22,Nebraska,2076,2076,2076,2076,1
2021-03-22,Nevada,4918,4726,5476,19672,4
2021-03-22,New York,4745,2410,8291,14235,3
2021-03-22,North Carolina,6884.333333333,3553,9650,20653,3
2021-03-22,Ohio,4891,1283,8502,14673,3
2021-03-22,Oklahoma,3652,3652,3652,3652,1
2021-03-22,Pennsylvania,6798.5,1382,8876,40791,6
2021-03-22,Rhode Island,7017,7017,7017,7017,1
2021-03-22,South Carolina,3054.333333333,2561,4041,9163,3
2021-03-22,South Dakota,1568,1568,1568,1568,1
2021-03-22,Tennessee,8842,8842,8842,8842,1
2021-03-22,Texas,2430.833333333,681,5620,14585,6
2021-03-22,Virginia,7581,5479,9683,15162,2
2021-03-22,West Virginia,4089.333333333,3818,4632,12268,3
2021-03-22,Wisconsin,9697,9697,9697,9697,1
2021-03-22,,,,,,8
2021-03-23,Alabama,1574,524,2624,3148,2
2021-03-23,Arizona,9073,9073,9073,9073,1
2021-03-23,Arkansas,8298,8298,8298,8298,1
2021-03-23,California,4082,107,9192,20410,5
2021-03-23,Colorado,6990,6990,6990,6990,1
2021-03-23,Connecticut,1930,1930,1930,3860,2
2021-03-23,Delaware,8342,8342,8342,8342,1
2021-03-23,District of Columbia,5722.333333333,4013,9141,17167,3
2021-03-23,Florida,6508.6,2979,9837,65086,10
2021-03-23,Illinois,1486,1486,1486,1486,1
2021-03-23,Indiana,7672,5860,9653,23016,3
2021-03-23,Kansas,4630,591,8669,9260,2
2021-03-23,Louisiana,3615,3615,3615,3615,1
2021-03-23,Maine,6186,6186,6186,6186,1
2021-03-23,Maryland,6247,6247,6247,6247,1
2021-03-23,Massachusetts,5850,5473,6604,17550,3
2021-03-23,Michigan,6879,6526,7232,13758,2
2021-03-23,Missouri,1598.75,189,5828,6395,4
2021-03-23,Nevada,8152,8152,8152,8152,1
2021-03-23,New Jersey,4992.5,3148,6837,9985,2
2021-03-23,New York,5318,907,8591,26590,5
2021-03-23,Oregon,6513,6513,6513,6513,1
2021-03-23,Pennsylvania,697,697,697,697,1
2021-03-23,South Carolina,4451,4451,4451,4451,1
2021-03-23,Tennessee,5211,4416,6006,10422,2
2021-03-23,Texas,4958.25,1476,9374,39666,8
2021-03-23,Utah,3282,3282,3282,3282,1
2021-03-23,Virginia,4346.8,1656,5225,21734,5
2021-03-23,Washington,4487,4487,4487,4487,1
2021-03-23,West Virginia,3995,3995,3995,3995,1
2021-03-23,,,,,,8
2021-03-24,Alabama,345,345,345,345,1
2021-03-24,Alaska,9767,9767,9767,9767,1
2021-03-24,Arizona,8746,8746,8746,8746,1
2021-03-24,California,5462.538461538,10,8745,71013,13
2021-03-24,Colorado,5188.5,4232,6145,10377,2
2021-03-24,District of Columbia,4441.333333333,132,6596,13324,3
2021-03-24,Florida,4754,1203,8235,28524,6
2021-03-24,Georgia,4247.8,459,6615,21239,5
2021-03-24,Illinois,1881.142857143,347,6231,13168,7
2021-03-24,Indiana,6437,6437,6437,6437,1
2021-03-24,Kentucky,3667,3667,3667,7334,2
2021-03-24,Massachusetts,1941,1204,3302,5823,3
2021-03-24,Minnesota,5132.666666667,3230,8938,15398,3
2021-03-24,Missouri,6481.5,5452,7511,12963,2
2021-03-24,Montana,5942,5942,5942,5942,1
2021-03-24,Nevada,6791,6791,6791,6791,1
2021-03-24,New York,4674,462,8765,28044,6
2021-03-24,Ohio,5559.333333333,4896,7966,33356,6
2021-03-24,Oklahoma,7915,7915,7915,7915,1
2021-03-24,Pennsylvania,3915.666666667,3713,4017,11747,3
2021-03-24,South Carolina,279,279,279,279,1
2021-03-24,Tennessee,3710.666666667,1067,6781,11132,3
2021-03-24,Texas,3870.25,2791,6100,15481,4
2021-03-24,Utah,6704.333333333,794,9933,20113,3
2021-03-24,Virginia,5004.333333333,2673,9667,15013,3
2021-03-24,Wisconsin,1192,1192,1192,1192,1
2021-03-24,,,,,,11
2021-03-25,Alabama,8933,8933,8933,8933,1
2021-03-25,Arizona,7309,7309,7309,7309,1
2021-03-25,California,3808.647058824,64,9059,64747,17
2021-03-25,Colorado,4823.333333333,367,9319,14470,3
2021-03-25,Connecticut,6136,6136,6136,18408,3
2021-03-25,District of Columbia,6539.25,4257,8328,26157,4
2021-03-25,Florida,5630,1880,9380,11260,2
2021-03-25,Illinois,6295.5,5548,7043,12591,2
2021-03-25,Iowa,7458,7458,7458,7458,1
2021-03-25,Kentucky,4149,4149,4149,4149,1
2021-03-25,Massachusetts,5346,5041,5651,10692,2
2021-03-25,Michigan,1951,1951,1951,1951,1
2021-03-25,Minnesota,4410.75,681,6896,17643,4
2021-03-25,Missouri,6264,3279,9249,12528,2
2021-03-25,Nevada,5448.333333333,138,9469,16345,3
2021-03-25,New Jersey,1652,1652,1652,1652,1
2021-03-25,New Mexico,5574,5574,5574,5574,1
2021-03-25,New York,5098.714285714,62,8895,35691,7
2021-03-25,North Carolina,4990.6,3502,7183,24953,5
2021-03-25,Ohio,5067.666666667,2600,9489,15203,3
2021-03-25,Oregon,8364,8364,8364,8364,1
2021-03-25,Pennsylvania,7322,3837,9330,21966,3
2021-03-25,South Carolina,5441,5441,5441,5441,1
2021-03-25,Texas,4763.090909091,691,8149,52394,11
2021-03-25,Virginia,4238.666666667,1705,6879,12716,3
2021-03-25,Washington,7628,5992,9264,15256,2
2021-03-25,West Virginia,514,514,514,514,1
2021-03-25,Wisconsin,6815,6815,6815,6815,1
2021-03-25,,,,,,14
2021-03-26,Arizona,7663,6142,9184,15326,2
2021-03-26,California,5260.1,130,9173,52601,10
2021-03-26,Connecticut,5605,5605,5605,11210,2
2021-03-26,Florida,3859.6,2561,7519,19298,5
2021-03-26,Georgia,2665,2665,2665,2665,1
2021-03-26,Idaho,868,868,868,868,1
2021-03-26,Illinois,4224,4224,4224,4224,1
2021-03-26,Indiana,7899.166666667,5348,8479,47395,6
2021-03-26,Louisiana,5331.75,3747,5860,21327,4
2021-03-26,Massachusetts,2551.333333333,594,5243,7654,3
2021-03-26,Minnesota,5041.8,1560,7363,25209,5
2021-03-26,Nevada,7222.5,5448,8997,14445,2
2021-03-26,New Mexico,5186.5,2302,8071,10373,2
2021-03-26,New York,4068.666666667,1880,8220,12206,3
2021-03-26,North Carolina,4509.5,2001,7018,9019,2
2021-03-26,North Dakota,4642,4642,4642,9284,2
2021-03-26,Ohio,3822.5,2155,5131,15290,4
2021-03-26,Oklahoma,2481,736,4226,4962,2
2021-03-26,Pennsylvania,2716,2716,2716,2716,1
2021-03-26,Tennessee,3306,1876,6166,9918,3
2021-03-26,Texas,3576.2,109,9868,35762,10
2021-03-26,Virginia,7172.666666667,6082,7718,21518,3
2021-03-26,Washington,941,941,941,941,1
2021-03-26,,,,,,11
2021-03-27,Arizona,7465.5,6492,8439,14931,2
2021-03-27,California,4289.4,1055,8567,21447,5
2021-03-27,Connecticut,8421,8421,8421,16842,2
2021-03-27,Delaware,4496,4496,4496,13488,3
2021-03-27,District of Columbia,4117,567,7938,12351,3
2021-03-27,Florida,4363.166666667,756,9487,26179,6
2021-03-27,Illinois,7339,7256,7422,14678,2
2021-03-27,Iowa,5912.6,2766,9603,29563,5
2021-03-27,Kansas,865,865,865,1730,2
2021-03-27,Kentucky,2368.333333333,723,3043,14210,6
2021-03-27,Louisiana,5991,5991,5991,5991,1
2021-03-27,Maine,806,806,806,806,1
2021-03-27,Maryland,5781,4974,6588,11562,2
2021-03-27,Massachusetts,8812,8812,8812,8812,1
2021-03-27,Minnesota,6413.2,3200,9839,32066,5
2021-03-27,Missouri,179,179,179,179,1
2021-03-27,Nevada,8237,8237,8237,8237,1
2021-03-27,New Mexico,2483,2483,2483,2483,1
2021-03-27,New York,5347.4,1251,9436,26737,5
2021-03-27,North Carolina,1623.5,1,3246,3247,2
2021-03-27,Tennessee,1842,42,3642,3684,2
2021-03-27,Texas,5703.25,3546,8386,22813,4
2021-03-27,Virginia,7975,7725,8228,23925,3
2021-03-27,Washington,5628.5,2732,8525,11257,2
2021-03-27,,,,,,9
2021-03-28,Alabama,3283,3283,3283,3283,1
2021-03-28,Alaska,2968,2968,2968,2968,1
2021-03-28,Arizona,6455.75,4333,8348,25823,4
2021-03-28,California,3574.125,1004,7185,28593,8
2021-03-28,Colorado,7616.4,4332,9322,38082,5
2021-03-28,Connecticut,4341,4341,4341,8682,2
2021-03-28,Florida,5631,243,9614,67572,12
2021-03-28,Georgia,6173,6173,6173,6173,1
2021-03-28,Hawaii,8703,8703,8703,17406,2
2021-03-28,Illinois,2770.2,1208,8527,13851,5
2021-03-28,Indiana,6403,6403,6403,6403,1
2021-03-28,Kansas,8437,8437,8437,8437,1
2021-03-28,Kentucky,2598,2598,2598,2598,1
2021-03-28,Louisiana,1446,1446,1446,1446,1
2021-03-28,Michigan,3082,3082,3082,3082,1
2021-03-28,Minnesota,4150,3072,5228,8300,2
2021-03-28,Missouri,6430,6430,6430,6430,1
2021-03-28,Nevada,9970,9970,9970,19940,2
2021-03-28,New York,619,595,667,1857,3
2021-03-28,North Carolina,7688,7688,7688,7688,1
2021-03-28,Ohio,4389.5,1341,7438,8779,2
2021-03-28,Oklahoma,6558,6558,6558,6558,1
2021-03-28,Oregon,5155,1334,8976,10310,2
2021-03-28,Pennsylvania,5576.8,1895,9440,27884,5
2021-03-28,South Dakota,6496,6496,6496,6496,1
2021-03-28,Texas,4296.142857143,413,9718,30073,7
2021-03-28,Utah,290,290,290,290,1
2021-03-28,Washington,8765,8765,8765,8765,1
2021-03-28,West Virginia,7617.333333333,5270,8791,22852,3
2021-03-28,Wisconsin,1951,1951,1951,1951,1
2021-03-28,,,,,,13
2021-03-29,Alabama,6885.25,2753,9094,27541,4
2021-03-29,Alaska,8108,8108,8108,8108,1
2021-03-29,Arizona,3971.75,325,8337,15887,4
2021-03-29,Arkansas,5482,5482,5482,5482,1
2021-03-29,California,6847.888888889,1472,9856,61631,9
2021-03-29,Colorado,7244,2360,9686,21732,3
2021-03-29,Connecticut,7950,7950,7950,7950,1
2021-03-29,District of Columbia,6403,2481,9339,19209,3
2021-03-29,Florida,2903.444444444,1111,5449,26131,9
2021-03-29,Hawaii,2063,2063,2063,2063,1
2021-03-29,Illinois,9124,9124,9124,9124,1
2021-03-29,Indiana,6177.25,1395,9247,24709,4
2021-03-29,Kentucky,3356,3356,3356,6712,2
2021-03-29,Louisiana,583,583,583,583,1
2021-03-29,Massachusetts,2879,2879,2879,2879,1
2021-03-29,Michigan,7519,7519,7519,7519,1
2021-03-29,Minnesota,6973.5,5187,9113,27894,4
2021-03-29,Nevada,6673,6673,6673,6673,1
2021-03-29,New York,6447.5,6400,6495,12895,2
2021-03-29,North Carolina,8214.5,6627,9802,16429,2
2021-03-29,Ohio,973,973,973,973,1
2021-03-29,Oklahoma,4882.666666667,1564,9635,14648,3
2021-03-29,Pennsylvania,4869.5,2174,7565,9739,2
2021-03-29,South Carolina,6934.5,5457,8412,13869,2
2021-03-29,Tennessee,6457.5,5536,7379,12915,2
2021-03-29,Texas,4444.4,2238,9800,44444,10
2021-03-29,West Virginia,6608.333333333,5859,8107,19825,3
2021-03-29,,,,,,8
2021-03-30,California,9056,9056,9056,18112,2
2021-03-30,Connecticut,3516,3516,3516,3516,1
2021-03-30,District of Columbia,5329,5329,5329,5329,1
2021-03-30,Florida,5527.111111111,2828,9197,49744,9
2021-03-30,Hawaii,3223,3223,3223,3223,1
2021-03-30,Illinois,6729.5,2303,9916,26918,4
2021-03-30,Indiana,2712.75,601,5848,10851,4
2021-03-30,Iowa,2967.333333333,413,7671,8902,3
2021-03-30,Louisiana,8463,7708,9218,16926,2
2021-03-30,Maryland,3540,3540,3540,3540,1
2021-03-30,Massachusetts,7902.5,6642,9163,15805,2
2021-03-30,Minnesota,2934.666666667,1003,4402,8804,3
2021-03-30,Mississippi,4533,4533,4533,4533,1
2021-03-30,Missouri,412,412,412,412,1
2021-03-30,Montana,3170,3170,3170,3170,1
2021-03-30,Nevada,3726,3726,3726,3726,1
2021-03-30,New York,5914.428571429,643,8709,41401,7
2021-03-30,North Carolina,5854.5,4958,6751,11709,2
2021-03-30,Ohio,6522,4225,8819,13044,2
2021-03-30,Oklahoma,2167,2167,2167,2167,1
2021-03-30,Pennsylvania,5095.333333333,4397,6492,15286,3
2021-03-30,Rhode Island,6822,6822,6822,6822,1
2021-03-30,South Dakota,2848,2848,2848,5696,2
2021-03-30,Tennessee,5976,5976,5976,11952,2
2021-03-30,Texas,5967.692307692,470,8373,77580,13
2021-03-30,Virginia,1828.4,1506,3098,9142,5
2021-03-30,Washington,2470,2470,2470,2470,1
2021-03-30,Wisconsin,1461,1461,1461,1461,1
2021-03-30,,,,,,12
2021-03-31,Alabama,4807,235,8574,14421,3
2021-03-31,Arizona,892,892,892,892,1
2021-03-31,California,3563.785714286,9,8277,49893,14
2021-03-31,Colorado,3333,3333,3333,3333,1
2021-03-31,Connecticut,1554.5,118,2991,3109,2
2021-03-31,District of Columbia,3451.8,595,8419,17259,5
2021-03-31,Florida,5197.75,1704,9515,20791,4
2021-03-31,Georgia,5611,5611,5611,5611,1
2021-03-31,Illinois,3751.75,425,9958,30014,8
2021-03-31,Indiana,6541.5,109,9463,26166,4
2021-03-31,Iowa,9812,9812,9812,9812,1
2021-03-31,Kansas,3214.5,997,5841,12858,4
2021-03-31,Kentucky,8509,8509,8509,17018,2
2021-03-31,Louisiana,4985.666666667,1953,7094,14957,3
2021-03-31,Maryland,5160,5056,5368,15480,3
2021-03-31,Massachusetts,8810.666666667,6829,9900,26432,3
2021-03-31,Michigan,6750,6750,6750,13500,2
2021-03-31,Nevada,6309.333333333,5092,8294,18928,3
2021-03-31,New York,4460,1890,9900,26760,6
2021-03-31,Ohio,5816,2943,8689,11632,2
2021-03-31,Pennsylvania,6516,5720,7312,13032,2
2021-03-31,Tennessee,4877,2991,6763,9754,2
2021-03-31,Texas,7075.75,6417,8398,28303,4
2021-03-31,Utah,5980,591,9179,17940,3
2021-03-31,Virginia,6284.333333333,1605,8933,37706,6
2021-03-31,Washington,7818,7818,7818,7818,1
2021-03-31,Wisconsin,6196,6112,6280,12392,2
2021-03-31,,,,,,10
2021-04-01,Arizona,6700.666666667,6518,7066,20102,3
2021-04-01,California,5173.875,990,9980,41391,8
2021-04-01,Colorado,2461,2461,2461,2461,1
2021-04-01,Delaware,2247,2247,2247,2247,1
2021-04-01,District of Columbia,8851,8851,8851,8851,1
2021-04-01,Florida,3731.909090909,1488,9609,41051,11
2021-04-01,Georgia,1179.75,551,2933,4719,4
2021-04-01,Idaho,8385,8385,8385,8385,1
2021-04-01,Illinois,3115.5,2265,4734,12462,4
2021-04-01,Kansas,4848,4848,4848,4848,1
2021-04-01,Louisiana,5377,5377,5377,5377,1
2021-04-01,Maryland,883,883,883,1766,2
2021-04-01,Massachusetts,4888,2618,6023,14664,3
2021-04-01,Michigan,6456,4302,7533,19368,3
2021-04-01,Minnesota,603,603,603,603,1
2021-04-01,Mississippi,2120,2120,2120,4240,2
2021-04-01,Missouri,5036.666666667,1688,6711,15110,3
2021-04-01,Nebraska,7548,7548,7548,7548,1
2021-04-01,New Mexico,6179,6179,6179,12358,2
2021-04-01,New York,3278,678,4578,9834,3
2021-04-01,North Carolina,352,352,352,352,1
2021-04-01,Ohio,3129.6,73,6095,15648,5
2021-04-01,Oklahoma,4849,4849,4849,4849,1
2021-04-01,Oregon,1603,1603,1603,1603,1
2021-04-01,Pennsylvania,3162,52,7507,22134,7
2021-04-01,Tennessee,9032,9032,9032,9032,1
2021-04-01,Texas,5373.307692308,2419,8966,69853,13
2021-04-01,Virginia,5063.5,38,9693,50635,10
2021-04-01,Washington,4673,2764,8000,18692,4
2021-04-01,,,,,,10
2021-04-02,California,4294.5,104,8109,34356,8
2021-04-02,District of Columbia,5405,2397,8413,10810,2
2021-04-02,Florida,5824.25,1366,9681,46594,8
2021-04-02,Georgia,9005,9005,9005,9005,1
2021-04-02,Illinois,4558,4558,4558,4558,1
2021-04-02,Indiana,5329,5329,5329,5329,1
2021-04-02,Iowa,8385,8385,8385,8385,1
2021-04-02,Maryland,3293,3293,3293,3293,1
2021-04-02,Massachusetts,6026,6026,6026,12052,2
2021-04-02,Michigan,5369.25,2500,6801,21477,4
2021-04-02,Minnesota,6384.5,813,9666,25538,4
2021-04-02,Mississippi,6649.5,5509,7790,13299,2
2021-04-02,Missouri,8224,8224,8224,8224,1
2021-04-02,Nebraska,3233,3233,3233,6466,2
2021-04-02,Nevada,713,713,713,713,1
2021-04-02,New Mexico,5384,5384,5384,5384,1
2021-04-02,New York,3698.5,3122,4275,7397,2
2021-04-02,North Carolina,2854,2854,2854,2854,1
2021-04-02,Ohio,4302,2991,6924,12906,3
2021-04-02,South Carolina,8669,8669,8669,8669,1
2021-04-02,Tennessee,5536.5,3825,6107,22146,4
2021-04-02,Texas,1091,1091,1091,1091,1
2021-04-02,Virginia,5567.5,4968,6167,11135,2
2021-04-02,West Virginia,8556,8556,8556,8556,1
2021-04-02,,,,,,8
2021-04-03,Alabama,8139.833333333,3709,9397,48839,6
2021-04-03,California,5911.1,611,9794,59111,10
2021-04-03,District of Columbia,6389,3061,9717,12778,2
2021-04-03,Florida,5639.5,647,9442,56395,10
2021-04-03,Idaho,9548,9548,9548,9548,1
2021-04-03,Indiana,3217,211,6223,6434,2
2021-04-03,Kansas,2079,1223,2935,4158,2
2021-04-03,Kentucky,5859,3471,8247,23436,4
2021-04-03,Maryland,5195.25,3062,6730,20781,4
2021-04-03,Massachusetts,8681,8681,8681,8681,1
2021-04-03,Michigan,5553.5,1901,9206,11107,2
2021-04-03,Minnesota,2772,2772,2772,2772,1
2021-04-03,Missouri,8149.5,7102,8868,32598,4
2021-04-03,New Jersey,4223,1184,6555,12669,3
2021-04-03,New York,5260.125,532,7943,42081,8
2021-04-03,North Carolina,2944.333333333,2082,3939,8833,3
2021-04-03,Ohio,4422.5,3566,5279,8845,2
2021-04-03,Oregon,3815.666666667,1751,7945,11447,3
2021-04-03,Pennsylvania,6263,6063,6463,12526,2
2021-04-03,South Carolina,9517,9517,9517,9517,1
2021-04-03,Tennessee,8757.5,7556,9959,17515,2
2021-04-03,Texas,2718.666666667,194,5666,8156,3
2021-04-03,Virginia,2968.75,27,9695,23750,8
2021-04-03,Wisconsin,1965,1965,1965,1965,1
2021-04-03,,,,,,10
2021-04-04,Alabama,8664.5,7369,9960,17329,2
2021-04-04,Alaska,6008,6008,6008,12016,2
2021-04-04,California,5974.692307692,43,9675,77671,13
2021-04-04,Connecticut,5871.6,397,9446,29358,5
2021-04-04,District of Columbia,2110.666666667,1238,3738,6332,3
2021-04-04,Florida,4806.8,1040,9560,48068,10
2021-04-04,Georgia,7004,5159,8126,42024,6
2021-04-04,Illinois,4383,4383,4383,4383,1
2021-04-04,Indiana,6478,3235,9721,12956,2
2021-04-04,Iowa,3255,3255,3255,9765,3
2021-04-04,Kansas,7521,7521,7521,7521,1
2021-04-04,Kentucky,6531,6531,6531,6531,1
2021-04-04,Louisiana,7933,7933,7933,7933,1
2021-04-04,Maryland,8995,8995,8995,8995,1
2021-04-04,Massachusetts,3199,3199,3199,3199,1
2021-04-04,Minnesota,6018.6,1427,7935,30093,5
2021-04-04,Montana,8550,8550,8550,8550,1
2021-04-04,Nebraska,2819,2819,2819,2819,1
2021-04-04,Nevada,9405,9405,9405,9405,1
2021-04-04,New York,1862,119,5348,5586,3
2021-04-04,North Carolina,4551.333333333,3383,5203,13654,3
2021-04-04,Oklahoma,3979.75,1433,6445,15919,4
2021-04-04,Oregon,6839,6839,6839,6839,1
2021-04-04,Pennsylvania,5258,5258,5258,5258,1
2021-04-04,South Carolina,9265,9265,9265,27795,3
2021-04-04,Tennessee,181,181,181,181,1
2021-04-04,Texas,4888.777777778,795,9961,43999,9
2021-04-04,Utah,8214,7297,9131,16428,2
2021-04-04,Virginia,3386.333333333,127,9905,10159,3
2021-04-04,,,,,,5
2021-04-05,Alabama,1072.75,6,2357,4291,4
2021-04-05,Arizona,3469,3469,3469,3469,1
2021-04-05,California,5861.833333333,36,9588,35171,6
2021-04-05,Colorado,9062,9062,9062,9062,1
2021-04-05,District of Columbia,5730.166666667,1062,9989,34381,6
2021-04-05,Florida,4885,1287,7630,43965,9
2021-04-05,Georgia,5683,5683,5683,11366,2
2021-04-05,Hawaii,7410.5,6667,8154,14821,2
